author,2020,2021,2022,2023,2024
Vivek Sharma,0,0,0,2,0
Hongdong Li,0,0,0,1,0
Liang Zheng,0,0,0,1,0
Bochuan Cao,0,0,0,1,2
Changjiang Li,0,0,0,2,0
Ting Wang,0,0,0,4,0
Wenhan Yang,0,0,0,1,1
Jingdong Gao,0,0,0,1,0
Klim Kireev,0,0,0,1,0
Carmela Troncoso,0,0,0,1,1
Huafeng Kuang,0,0,0,1,0
Hong Liu,0,0,0,1,0
Yongjian Wu,0,0,0,1,0
Shin'ichi Satoh,0,0,0,1,0
Tiansheng Huang,0,0,0,1,2
Sihao Hu,0,0,0,1,2
Ka Ho Chow,0,0,0,1,0
Fatih Ilhan,0,0,0,1,1
Selim F. Tekin,0,0,0,1,1
Ling Liu,0,0,0,1,2
Yue Kang,0,0,0,1,0
Thomas Chun Man Lee,0,0,0,1,0
Utkarsh Ojha,0,0,0,1,0
Yuheng Li,0,0,0,1,0
Anirudh Sundara Rajan,0,0,0,1,0
Yingyu Liang,0,0,0,2,0
Yong Jae Lee,0,0,0,1,0
Xidong Wu,0,0,0,1,0
Jianhui Sun,0,0,0,1,0
Zhengmian Hu,0,0,0,1,0
Aidong Zhang,0,0,0,1,0
Hatef Otroshi-Shahreza,0,0,0,1,0
Sébastien Marcel,0,0,0,1,0
Vinod Raman,0,0,0,1,1
Unique Subedi,0,0,0,1,1
Ambuj Tewari,0,0,0,1,1
Yanbo Chen,0,0,0,1,0
Naman Deep Singh,0,0,0,1,0
Taesik Gong,0,0,0,1,0
Yewon Kim,0,0,0,1,0
Taeckyung Lee,0,0,0,1,0
Sorn Chottananurak,0,0,0,1,0
Sung-Ju Lee,0,0,0,1,0
Xiaomeng Hu,0,0,0,1,1
Gang Li,0,0,0,1,1
Wei Tong,0,0,0,1,0
Liangchen Li,0,0,0,1,0
Jiansheng Yang,0,0,0,1,0
Minhua Lin,0,0,0,1,0
Teng Xiao,0,0,0,1,0
Enyan Dai,0,0,0,1,0
Zhekai Du,0,0,0,1,0
Jingjing Li,0,0,0,1,0
Pengfei Wei,0,0,0,1,0
Lingdong Kong,0,0,0,2,0
Xinghua Qu,0,0,0,1,0
Yi Ren,0,0,0,2,0
Zhiqiang Xu,0,0,0,1,1
Xiang Yin,0,0,0,1,0
Zhuoqun Huang,0,0,0,1,0
Neil G. Marchant,0,0,0,1,0
Olga Ohrimenko,0,0,0,1,1
Jonathan Shafer,0,0,0,1,0
Sihan Zeng,0,0,0,1,0
Thinh T. Doan,0,0,0,1,0
Justin Romberg,0,0,0,1,0
Hongwu Peng,0,0,0,1,0
Ran Ran,0,0,0,1,0
Yukui Luo,0,0,0,1,0
Jiahui Zhao,0,0,0,1,0
Shaoyi Huang,0,0,0,1,0
Kiran Thorat,0,0,0,1,0
Tong Geng,0,0,0,1,0
Chenghong Wang,0,0,0,1,0
Xiaolin Xu,0,0,0,1,1
Wujie Wen,0,0,0,1,0
Caiwen Ding,0,0,0,1,0
Fangzhou Luo,0,0,0,1,0
Xiaolin Wu,0,0,0,1,0
Yanhui Guo,0,0,0,1,0
Shaoyuan Xie,0,0,0,1,0
Lai Xing Ng,0,0,0,1,0
Benoit Cottereau,0,0,0,1,0
Wei Tsang Ooi,0,0,0,1,0
Talia Konkle,0,0,0,1,0
George A. Alvarez,0,0,0,1,0
Aaron J. Havens,0,0,0,1,0
Siddharth Garg,0,0,0,1,0
Farshad Khorrami,0,0,0,1,0
Eric Neyman,0,0,0,1,0
Y. Jennifer Sun,0,0,0,1,1
Stephen H. Newman,0,0,0,1,0
Yuxin Cao,0,0,0,1,0
Yian Li,0,0,0,1,0
Yumeng Zhu,0,0,0,1,0
Derui Wang,0,0,0,1,0
Muchao Ye,0,0,0,2,0
Ziyi Yin,0,0,0,2,1
Tianrong Zhang,0,0,0,2,1
Tianyu Du,0,0,0,3,0
Fenglong Ma,0,0,0,4,1
Riccardo Giuseppe Margiotta,0,0,0,1,0
Sebastian Goldt,0,0,0,1,0
Guy Bar-Shalom,0,0,0,1,0
Yonatan Geifman,0,0,0,1,0
Xiyang Liu,0,0,0,1,0
Udaya Ghai,0,0,0,1,0
Arushi Gupta,0,0,0,1,0
Wenhan Xia,0,0,0,1,0
Karan Singh,0,0,0,1,0
Antônio H. Ribeiro,0,0,0,1,0
Dave Zachariah,0,0,0,1,0
Francis R. Bach,0,0,0,1,0
Thomas B. Schön,0,0,0,1,0
Van-Anh Nguyen,0,0,0,1,0
Anh Tuan Bui,0,0,0,1,0
Thanh-Toan Do,0,0,0,1,0
Dinh Q. Phung,0,0,0,1,1
Viraj Prabhu,0,0,0,1,0
Sriram Yenamandra,0,0,0,1,0
Prithvijit Chattopadhyay,0,0,0,1,0
Judy Hoffman,0,0,0,1,1
Xingjian Bai,0,0,0,1,0
Guangyi He,0,0,0,1,0
Yifan Jiang,0,0,0,1,0
Jan Oblój,0,0,0,1,0
Abhishek Singh,0,0,0,1,0
Praneeth Vepakomma,0,0,0,1,0
Ramesh Raskar,0,0,0,1,0
Han Shao,0,0,0,1,1
Shuang Qiu,0,0,0,1,0
Ziyu Dai,0,0,0,1,0
Dragos-Georgian Corlatescu,0,0,0,1,0
Alexandru Dinu,0,0,0,1,0
Mihaela Gaman,0,0,0,1,0
Paul Sumedrea,0,0,0,1,0
Kalpesh Krishna,0,0,0,1,0
Yixiao Song,0,0,0,1,0
Marzena Karpinska,0,0,0,1,0
John Wieting,0,0,0,1,0
Mohit Iyyer,0,0,0,1,0
Nazarii Tupitsa,0,0,0,1,0
Abdulla Jasem Almansoori,0,0,0,1,0
Yanlin Wu,0,0,0,1,0
Martin Takác,0,0,0,2,0
Karthik Nandakumar,0,0,0,1,0
Samuel Horváth,0,0,0,1,0
Eduard Gorbunov,0,0,0,1,0
Aleksandr Beznosikov,0,0,0,1,0
Alexander V. Gasnikov,0,0,0,1,0
Erik Jones,0,0,0,2,0
Xinli Yue,0,0,0,1,0
Ningping Mou,0,0,0,1,0
Lingchen Zhao,0,0,0,1,0
Cheng-Yu Hsieh,0,0,0,1,0
Jieyu Zhang,0,0,0,1,0
Zixian Ma,0,0,0,1,1
Aniruddha Kembhavi,0,0,0,1,0
Ranjay Krishna,0,0,0,1,1
Mintong Kang,0,0,0,2,0
Chenhui Zhang,0,0,0,1,0
Ritik Dutta,0,0,0,1,0
Rylan Schaeffer,0,0,0,1,1
Sang T. Truong,0,0,0,1,0
Simran Arora,0,0,0,1,1
Dan Hendrycks,0,0,0,1,1
Zinan Lin,0,0,0,1,1
Zhaohan Xi,0,0,0,1,0
Ren Pang,0,0,0,1,0
Shouling Ji,0,0,0,1,0
Wangmeng Zuo,0,0,0,2,1
Andy Zhou,0,0,0,1,3
Jindong Wang,0,0,0,1,0
Yu-Xiong Wang,0,0,0,1,0
Haohan Wang,0,0,0,1,2
Zhiyong Wang,0,0,0,2,0
Jize Xie,0,0,0,1,0
Tong Yu,0,0,0,1,0
Sheng-Yen Chou,0,0,0,1,0
Mahyar Fazlyab,0,0,0,1,0
Taha Entesari,0,0,0,1,0
Aniket Roy,0,0,0,1,0
Stefania Ionescu,0,0,0,1,0
Yuhao Du,0,0,0,1,0
Kenneth Joseph,0,0,0,1,0
Ancsa Hannak,0,0,0,1,0
Chenlu Ye,0,0,0,2,0
Lianghe Shi,0,0,0,1,0
Yanxiang Ma,0,0,0,1,0
Junyan Liu,0,0,0,1,0
Chloé Rouyer,0,0,0,1,0
William Chang,0,0,0,1,0
Hyeonjeong Ha,0,0,0,2,0
Daphne Ippolito,0,0,0,2,0
Katherine Lee,0,0,0,2,0
Vasilis Kontonis,0,0,0,1,0
Sihan Liu,0,0,0,1,0
Nikos Zarifis,0,0,0,2,1
Nicholas Franzese,0,0,0,1,0
Mark R. Thomas,0,0,0,1,0
Stephan Rabanser,0,0,0,1,0
Congyu Fang,0,0,0,1,0
Xiao Wang,0,0,0,1,1
Parikshit Gopalan,0,0,0,1,0
Michael P. Kim,0,0,0,1,0
Omer Reingold,0,0,0,1,0
Xuan Chen,0,0,0,2,1
Jonathan Niles-Weed,0,0,0,1,0
Seokil Ham,0,0,0,1,0
Jinhang Zuo,0,0,0,1,0
Zhiyao Zhang,0,0,0,1,0
Mohammad Hajiesmaili,0,0,0,1,0
Adam Wierman,0,0,0,1,0
Bin Huang,0,0,0,1,0
Jiaqian Yu,0,0,0,1,0
Yiwei Chen,0,0,0,1,0
Siyang Pan,0,0,0,1,0
Qiang Wang,0,0,0,1,0
Zhi Wang,0,0,0,1,0
Anh-Dung Dinh,0,0,0,1,0
Daochang Liu,0,0,0,2,0
Casey Meehan,0,0,0,1,0
Florian Bordes,0,0,0,1,0
Chun-Ta Lu,0,0,0,1,0
Hussein Hazimeh,0,0,0,1,0
Otilia Stretcu,0,0,0,1,0
Wei Qiao,0,0,0,1,0
Yintao Liu,0,0,0,1,0
Merve Kaya,0,0,0,1,0
Ariel Fuxman,0,0,0,1,0
Mehmet Tek,0,0,0,1,0
Zunzhi You,0,0,0,1,0
Bohyung Han,0,0,0,1,0
Kai Hu,0,0,0,1,1
Andy Zou,0,0,0,1,1
Milad Nasr,0,0,0,2,1
Jimmy Z. Di,0,0,0,1,0
Jack Douglas,0,0,0,1,0
Gautam Kamath,0,0,0,3,0
Youssef Allouah,0,0,0,2,1
Nirupam Gupta,0,0,0,3,1
Sriram Balasubramanian,0,0,0,1,0
Vinu Sankar Sadasivan,0,0,0,1,0
Maria-Florina Balcan,0,0,0,1,0
Rattana Pukdee,0,0,0,1,0
Dravyansh Sharma,0,0,0,1,0
Hoki Kim,0,0,0,1,0
Yujin Choi,0,0,0,1,0
Thomas Paniagua,0,0,0,1,0
Ryan Grainger,0,0,0,1,0
Wenqiang Wang,0,0,0,1,0
Chongyang Du,0,0,0,1,0
Kaihao Zhang,0,0,0,1,0
Lin Ma,0,0,0,1,0
Wenxin Ding,0,0,0,1,0
Ben Zhao,0,0,0,1,0
Kaiyuan Zhang,0,0,0,2,0
Han Liu,0,0,0,2,0
Zhi Xu,0,0,0,1,0
Xiaotong Zhang,0,0,0,1,0
Feng Zhang,0,0,0,1,0
Hongyang Chen,0,0,0,1,0
Hong Yu,0,0,0,1,0
Xianchao Zhang,0,0,0,1,0
Aoxiang Zhang,0,0,0,1,0
Yu Ran,0,0,0,1,0
Weixuan Tang,0,0,0,1,0
Yuan-Gen Wang,0,0,0,1,0
Gon Buzaglo,0,0,0,1,0
Yakir Oz,0,0,0,1,0
Yaniv Nikankin,0,0,0,1,0
Jinghan Jia,0,0,0,1,2
Jiancheng Liu,0,0,0,1,2
Parikshit Ram,0,0,0,1,0
Yuguang Yao,0,0,0,1,2
Gaowen Liu,0,0,0,1,2
Pranay Sharma,0,0,0,1,0
Zhaoyu Chen,0,0,0,1,0
Shuang Wu,0,0,0,1,0
Kaixun Jiang,0,0,0,1,0
Wenqiang Zhang,0,0,0,1,0
Boya Zhang,0,0,0,1,0
Weijian Luo,0,0,0,1,0
Yuxin Pan,0,0,0,1,0
Yize Chen,0,0,0,1,0
Fangzhen Lin,0,0,0,1,0
Samuel Pfrommer,0,0,0,1,0
Brendon G. Anderson,0,0,0,1,0
Julien Piet,0,0,0,1,0
Somayeh Sojoudi,0,0,0,1,0
Shai Ben-David,0,0,0,2,0
Alex Bie,0,0,0,1,0
Jinguo Zhu,0,0,0,1,0
Zhuowen Yuan,0,0,0,1,0
Dinuka Sahabandu,0,0,0,1,0
Luyao Niu,0,0,0,1,0
Arezoo Rajabi,0,0,0,1,0
Bhaskar Ramasubramanian,0,0,0,1,0
Radha Poovendran,0,0,0,1,0
Cathy Yuanchen Li,0,0,0,1,0
Zeyuan Allen-Zhu,0,0,0,1,0
Xing Han,0,0,0,1,0
Tongzheng Ren,0,0,0,1,0
Tan Nguyen,0,0,0,1,0
Khai Nguyen,0,0,0,1,0
Joydeep Ghosh,0,0,0,1,0
Nhat Ho,0,0,0,1,0
Chenyu Zheng,0,0,0,1,0
Chongxuan Li,0,0,0,2,0
Yunqing Zhao,0,0,0,1,0
Chao Du,0,0,0,4,1
Ngai-Man Cheung,0,0,0,2,0
Runpeng Yu,0,0,0,1,0
Shuyao Li,0,0,0,1,1
Rong Ge,0,0,0,1,0
Stephen J. Wright,0,0,0,1,0
Junfeng Guo,0,0,0,1,1
Lixu Wang,0,0,0,1,0
Cong Liu,0,0,0,2,0
Jun Chen,0,0,0,1,0
Hong Chen,0,0,0,1,0
Hao Deng,0,0,0,1,0
Yaxin Liu,0,0,0,1,0
Thomas Fel,0,0,0,1,0
Jan Dubinski,0,0,0,1,0
Stanislaw Pawlak,0,0,0,1,0
Tomasz Trzcinski,0,0,0,1,0
Georgios Kaissis,0,0,0,1,1
Alexander Ziller,0,0,0,1,0
Stefan Kolek,0,0,0,1,0
Anneliese Riess,0,0,0,1,0
Daniel Rueckert,0,0,0,1,0
Senzhang Wang,0,0,0,1,0
Jun Yin,0,0,0,1,0
Chaozhuo Li,0,0,0,1,1
Jianxin Wang,0,0,0,1,0
Anselm Krainovic,0,0,0,1,0
Mahdi Soltanolkotabi,0,0,0,1,0
Mengnan Du,0,0,0,1,0
Xuansheng Wu,0,0,0,1,0
Zihan Guan,0,0,0,1,0
Jin Sun,0,0,0,1,0
Ninghao Liu,0,0,0,1,0
Míriam Barrabés,0,0,0,1,0
Daniel Mas Montserrat,0,0,0,1,0
Margarita Geleta,0,0,0,1,0
Xavier Giró-i-Nieto,0,0,0,1,0
Alexander G. Ioannidis,0,0,0,1,0
Yian Deng,0,0,0,1,0
Tingting Mu,0,0,0,1,0
Lukas Gosch,0,0,0,1,0
Daniel Sturm,0,0,0,1,0
Yang Deng,0,0,0,1,0
Weibin Wu,0,0,0,1,0
Jianping Zhang,0,0,0,1,0
Zibin Zheng,0,0,0,1,0
Chengbin Du,0,0,0,1,0
Zhongwei Qiu,0,0,0,1,0
Canzhe Zhao,0,0,0,1,0
Ruofeng Yang,0,0,0,1,0
Baoxiang Wang,0,0,0,1,0
Zhiyu Lin,0,0,0,1,0
Yifei Gao,0,0,0,1,0
Yunfan Yang,0,0,0,1,0
Jitao Sang,0,0,0,1,0
Long-Fei Li,0,0,0,1,1
Peng Zhao,0,0,0,1,1
Elie Bursztein,0,0,0,1,0
Marina Zhang,0,0,0,1,0
Owen Vallis,0,0,0,1,0
Xinyu Jia,0,0,0,1,0
Hangfan Zhang,0,0,0,2,0
Lu Lin,0,0,0,2,1
Dinghao Wu,0,0,0,2,0
Irena Gao,0,0,0,1,0
Pang Wei Koh,0,0,0,1,0
Ludwig Schmidt,0,0,0,1,0
Julia Olkhovskaya,0,0,0,1,0
Jack J. Mayo,0,0,0,1,0
Gergely Neu,0,0,0,1,0
Zhiyuan Zhang,0,0,0,1,0
Deli Chen,0,0,0,1,0
Fandong Meng,0,0,0,1,0
Jie Zhou,0,0,0,1,1
Xu Sun,0,0,0,1,1
Shaochen (Henry) Zhong,0,0,0,1,0
Zaichuan You,0,0,0,1,0
Jiamu Zhang,0,0,0,1,0
Sebastian Zhao,0,0,0,1,0
Zachary LeClaire,0,0,0,1,0
Zirui Liu,0,0,0,2,0
Daochen Zha,0,0,0,1,0
Vipin Chaudhary,0,0,0,1,0
Shuai Xu,0,0,0,1,0
Xia Hu,0,0,0,2,0
Zelei Cheng,0,0,0,1,0
Jiahao Yu,0,0,0,1,0
Li Fan,0,0,0,1,0
Ruida Zhou,0,0,0,1,0
Chao Tian,0,0,0,1,0
Cong Shen,0,0,0,1,0
Zachary Coalson,0,0,0,1,0
Gabriel Ritter,0,0,0,1,0
Rakesh Bobba,0,0,0,1,0
Sloan Nietert,0,0,0,1,0
Ziv Goldfeld,0,0,0,1,0
Soroosh Shafiee,0,0,0,1,0
Swarnadeep Saha,0,0,0,1,0
Peter Hase,0,0,0,1,0
Mohit Bansal,0,0,0,1,0
Xing Gao,0,0,0,1,0
Zhenglin Huang,0,0,0,1,0
Xiaoan Bao,0,0,0,1,0
Na Zhang,0,0,0,1,0
Qingqi Zhang,0,0,0,1,0
Xiao Tu,0,0,0,1,0
Biao Wu,0,0,0,1,0
Xi Yang,0,0,0,1,2
Jiaqi Xue,0,0,0,1,0
Mengxin Zheng,0,0,0,1,0
Ting Hua,0,0,0,1,0
Yilin Shen,0,0,0,1,0
Yepeng Liu,0,0,0,1,0
Ladislau Bölöni,0,0,0,1,0
Qian Lou,0,0,0,1,0
Guy Gaziv,0,0,0,1,0
Dayana Savostianova,0,0,0,1,0
Emanuele Zangrando,0,0,0,1,0
Gianluca Ceruti,0,0,0,1,0
Francesco Tudisco,0,0,0,1,0
Laixi Shi,0,0,0,1,0
Yuejie Chi,0,0,0,1,0
Thuy Dung Nguyen,0,0,0,1,0
Tuan Nguyen,0,0,0,1,0
Anh Tran,0,0,0,1,0
Kok-Seng Wong,0,0,0,1,0
Lu Yan,0,0,0,1,0
Sophia Sanborn,0,0,0,1,0
Nina Miolane,0,0,0,1,0
Phoenix Williams,0,0,0,1,0
MohammadTaghi Hajiaghayi,0,0,0,1,0
Suho Shin,0,0,0,1,0
Max Springer,0,0,0,1,0
Runqi Lin,0,0,0,1,0
Alexander Bukharin,0,0,0,1,0
Yan Li,0,0,0,1,0
Yue Yu,0,0,0,1,0
Qingru Zhang,0,0,0,1,0
Zhehui Chen,0,0,0,1,0
Simiao Zuo,0,0,0,1,0
Songan Zhang,0,0,0,1,0
Tuo Zhao,0,0,0,1,0
Ngoc-Bao Nguyen,0,0,0,1,0
Keshigeyan Chandrasegaran,0,0,0,1,0
Milad Abdollahzadeh,0,0,0,1,0
Xin Zou,0,0,0,1,0
Zhijin Ge,0,0,0,1,0
Hongying Liu,0,0,0,1,1
Fanhua Shang,0,0,0,1,1
Yuanyuan Liu,0,0,0,1,1
Xiong-Hui Chen,0,0,0,1,0
Yang Yu,0,0,0,1,0
Zhengmao Zhu,0,0,0,1,0
Zhihua Yu,0,0,0,1,0
Zhenjun Chen,0,0,0,1,0
Chenghe Wang,0,0,0,1,0
Yinan Wu,0,0,0,1,0
Rong-Jun Qin,0,0,0,1,0
Hongqiu Wu,0,0,0,1,0
Ruijin Ding,0,0,0,1,0
Fangsheng Huang,0,0,0,1,0
Muhammad A. Shah,0,0,0,1,0
Aqsa Kashaf,0,0,0,1,0
Bhiksha Raj,0,0,0,2,0
Rishi D. Jha,0,0,0,1,0
Pratik Karmakar,0,0,0,1,0
Debabrota Basu,0,0,0,1,0
Junfeng Fang,0,0,0,1,0
Zemin Liu,0,0,0,1,0
Ruixiang (Ryan) Tang,0,0,0,1,0
Jiayi Yuan,0,0,0,1,0
Rui Chen,0,0,0,1,0
Yuhao Mao,0,0,0,1,0
Ilia Sucholutsky,0,0,0,1,0
Tom Griffiths,0,0,0,1,0
Tobias Leemann,0,0,0,1,0
Martin Pawelczyk,0,0,0,1,0
Gjergji Kasneci,0,0,0,1,0
Miles Turpin,0,0,0,1,0
Julian Michael,0,0,0,1,0
Ethan Perez,0,0,0,2,1
Samuel R. Bowman,0,0,0,2,1
Wei Qian,0,0,0,1,0
Rex Ying,0,0,0,1,0
Mengdi Huai,0,0,0,1,0
Soichiro Kumano,0,0,0,1,1
Hiroshi Kera,0,0,0,1,1
Toshihiko Yamasaki,0,0,0,1,1
Rui Min,0,0,0,2,1
Borja Balle,0,0,0,1,0
Reza Ardekani,0,0,0,1,0
Lucas Gnecco Heredia,0,0,0,1,0
Benjamin Négrevergne,0,0,0,1,0
David P. Woodruff,0,0,0,2,1
Chris Lin,0,0,0,1,0
Ian Covert,0,0,0,1,0
Su-In Lee,0,0,0,1,0
Zhiwei Steven Wu,0,0,0,1,0
Suhas Kotha,0,0,0,1,0
Christopher Brix,0,0,0,1,0
Yuxiao Li,0,0,0,1,0
Kevin Zhang,0,0,0,1,0
Kaivalya Hariharan,0,0,0,1,0
Shunxin Wang,0,0,0,1,0
Christoph Brune,0,0,0,1,0
Raymond N. J. Veldhuis,0,0,0,1,0
Nicola Strisciuglio,0,0,0,1,0
Felix Rosberg,0,0,0,1,0
Eren Erdal Aksoy,0,0,0,1,0
Cristofer Englund,0,0,0,1,0
Fernando Alonso-Fernandez,0,0,0,1,0
Assia Hamadene,0,0,0,1,0
Abdeldjalil Ouahabi,0,0,0,1,0
Abdenour Hadid,0,0,0,1,0
Pranav Balaji,0,0,0,1,0
Abhijit Das,0,0,0,1,0
Srijan Das,0,0,0,1,0
Antitza Dantcheva,0,0,0,1,0
George Corrêa de Araújo,0,0,0,1,0
Helena de Almeida Maia,0,0,0,1,0
Aristeidis Bifis,0,0,0,1,0
Emmanouil Z. Psarakis,0,0,0,1,0
Dimitrios I. Kosmopoulos,0,0,0,1,0
Mirazul Haque,0,0,0,2,0
Wei Yang,0,0,0,2,0
Simin Chen,0,0,0,1,0
Wasif Arman Haque,0,0,0,1,0
Manuel Kansy,0,0,0,1,0
Anton Raël,0,0,0,1,0
Graziana Mignone,0,0,0,1,0
Jacek Naruniec,0,0,0,1,0
Christopher Schroers,0,0,0,1,0
Markus Gross,0,0,0,1,0
Romann M. Weber,0,0,0,1,0
Vanshika Vats,0,0,0,1,0
Koteswar Rao Jerripothula,0,0,0,1,0
Zhengyuan Jiang,0,0,0,1,1
Minghong Fang,0,0,0,1,0
Tsung-Han Wu,0,0,0,1,0
Hung-Ting Su,0,0,0,1,0
Shang-Tse Chen,0,0,0,1,0
Winston H. Hsu,0,0,0,1,0
Hiroki Azuma,0,0,0,1,0
Yusuke Matsui,0,0,0,1,0
Rahul Ambati,0,0,0,1,0
Naveed Akhtar,0,0,0,1,0
Ajmal Mian,0,0,0,1,0
Christian Schlarmann,0,0,0,1,0
Alina Elena Baia,0,0,0,1,0
Valentina Poggioni,0,0,0,1,0
Andrea Cavallaro,0,0,0,1,0
Ofir Bar Tal,0,0,0,1,0
Adi Haviv,0,0,0,1,0
Amit H. Bermano,0,0,0,1,0
Shashank Agnihotri,0,0,0,1,0
Kanchana Vaishnavi Gandikota,0,0,0,1,0
Paramanand Chandramouli,0,0,0,1,0
András Horváth,0,0,0,1,0
Csaba Mate Józsa,0,0,0,1,0
Ojaswee,0,0,0,1,0
Nalini K. Ratha,0,0,0,1,0
Prakash Chandra Chhipa,0,0,0,1,0
Johan Rodahl Holmgren,0,0,0,1,0
Kanjar De,0,0,0,1,0
Rajkumar Saini,0,0,0,1,0
Marcus Liwicki,0,0,0,1,0
Emanuele Ledda,0,0,0,1,0
Daniele Angioni,0,0,0,1,0
Giorgio Piras,0,0,0,1,0
Giorgio Fumera,0,0,0,1,0
Xuanlong Yu,0,0,0,1,0
Yi Zuo,0,0,0,1,0
Zitao Wang,0,0,0,1,0
Xiaowen Zhang,0,0,0,1,0
Jiaxuan Zhao,0,0,0,1,0
Yuting Yang,0,0,0,1,0
Licheng Jiao,0,0,0,1,0
Rui Peng,0,0,0,1,0
Xinyi Wang,0,0,0,1,0
Junpei Zhang,0,0,0,1,0
Kexin Zhang,0,0,0,1,0
Fang Liu,0,0,0,1,0
Roberto Alcover-Couso,0,0,0,1,0
Juan C. SanMiguel,0,0,0,1,0
Marcos Escudero-Viñolo,0,0,0,1,0
Hanlin Tian,0,0,0,1,0
Kenta Matsui,0,0,0,1,0
Tianhao Wang,0,0,0,1,0
Fahmy Adan,0,0,0,1,0
Zhitong Gao,0,0,0,1,0
Xuming He,0,0,0,1,0
Quentin Bouniot,0,0,0,1,0
Hossein Moghaddam,0,0,0,1,0
Shyam Nandan Rai,0,0,0,1,0
Fabio Cermelli,0,0,0,1,0
Carlo Masone,0,0,0,1,0
Andrea Pilzer,0,0,0,1,0
Elisa Ricci,0,0,0,1,0
Andrei Bursuc,0,0,0,1,0
Arno Solin,0,0,0,1,0
Martin Trapp,0,0,0,1,0
Rui Li,0,0,0,1,0
Angela Yao,0,0,0,1,0
Wenlong Chen,0,0,0,1,0
Ivor Simpson,0,0,0,1,0
Neill D. F. Campbell,0,0,0,1,0
Gianni Franchi,0,0,0,1,0
Steven Adams,0,0,0,1,0
Andrea Patane,0,0,0,1,0
Morteza Lahijanian,0,0,0,1,0
John Stephan,0,0,0,2,0
Hilal Asi,0,0,0,1,0
Lydia Zakynthinou,0,0,0,1,0
András Balogh,0,0,0,1,0
Márk Jelasity,0,0,0,1,0
M. Amine Bennouna,0,0,0,1,0
Ryan Lucas,0,0,0,1,0
Bart P. G. Van Parys,0,0,0,1,0
Paul Novello,0,0,0,1,0
Guillaume Coiffier,0,0,0,1,0
Quentin Vincenot,0,0,0,1,0
Andres Troya-Galvis,0,0,0,1,0
David Boetius,0,0,0,1,0
Stefan Leue,0,0,0,1,0
Tobias Sutter,0,0,0,1,0
Simone Bombari,0,0,0,1,0
Shayan Kiyani,0,0,0,1,0
Marco Mondelli,0,0,0,1,0
Hossein Esfandiari,0,0,0,1,0
Vahab Mirrokni,0,0,0,1,0
Jihye Choi,0,0,0,1,0
Yatong Chen,0,0,0,1,0
Zeyu Tang,0,0,0,1,0
Haochen Sun,0,0,0,1,0
Hong-Ming Chiu,0,0,0,1,0
Lee Cohen,0,0,0,1,1
Kevin Stangl,0,0,0,1,1
Ali Vakilian,0,0,0,1,1
Juba Ziani,0,0,0,1,1
Yanbo Dai,0,0,0,1,0
Songze Li,0,0,0,2,0
Chong Xiang,0,0,0,1,0
Jinhao Duan,0,0,0,1,0
Fei Kong,0,0,0,1,0
Xiaoshuang Shi,0,0,0,1,0
Arkadiy Dushatskiy,0,0,0,1,0
Alexander Chebykin,0,0,0,1,0
Tanja Alderliesten,0,0,0,1,0
Peter A. N. Bosman,0,0,0,1,0
Ying Feng,0,0,0,1,0
Alessandro Fontanella,0,0,0,1,0
Antreas Antoniou,0,0,0,1,0
Wenwen Li,0,0,0,1,0
Joanna M. Wardlaw,0,0,0,1,0
Grant Mair,0,0,0,1,0
Emanuele Trucco,0,0,0,1,0
Amos J. Storkey,0,0,0,1,0
Ye Yuan,0,0,0,1,0
Shunyao Zhang,0,0,0,1,0
Yingyan Celine Lin,0,0,0,1,0
Roy Ganz,0,0,0,1,0
Bahjat Kawar,0,0,0,1,0
Michael Elad,0,0,0,2,0
Chuqin Geng,0,0,0,1,0
Nham Le,0,0,0,1,0
Xiaojie Xu,0,0,0,1,0
Zhaoyue Wang,0,0,0,1,0
Arie Gurfinkel,0,0,0,1,0
Xujie Si,0,0,0,1,0
Manuel Glöckler,0,0,0,1,0
Michael Deistler,0,0,0,1,0
Jakob H. Macke,0,0,0,1,0
Maziar Sanjabi,0,0,0,1,0
Moritz Hardt,0,0,0,1,0
Eric Mazumdar,0,0,0,1,0
Celestine Mendler-Dünner,0,0,0,1,0
Tijana Zrnic,0,0,0,1,0
Shuyang Yu,0,0,0,1,0
Guy Horowitz,0,0,0,1,0
Zixuan Hu,0,0,0,1,0
Chun Yuan,0,0,0,1,0
Yuzheng Hu,0,0,0,1,0
Fan Wu,0,0,0,1,0
Kishaan Jeeveswaran,0,0,0,1,0
Prashant Shivaram Bhat,0,0,0,1,0
Yulun Jiang,0,0,0,1,0
Zhichao Huang,0,0,0,1,0
Shin'ya Yamaguchi,0,0,0,1,0
Hiroshi Takahashi,0,0,0,1,0
Kentaro Ohno,0,0,0,1,0
Siteng Kang,0,0,0,1,0
Sanjay Kariyappa,0,0,0,1,0
Kiwan Maeng,0,0,0,1,0
Wenjie Xiong,0,0,0,1,0
Moinuddin K. Qureshi,0,0,0,1,0
Hsien-Hsin S. Lee,0,0,0,1,0
Alaa Khaddaj,0,0,0,2,0
Aleksandar Makelov,0,0,0,1,0
Ioannis C. Tsaknakis,0,0,0,1,0
Jia Liu,0,0,0,1,0
Byungjoo Kim,0,0,0,1,0
Seanie Lee,0,0,0,1,0
Tomasz Korbak,0,0,0,1,0
Kejian Shi,0,0,0,1,0
Angelica Chen,0,0,0,1,0
Rasika Vinayak Bhalerao,0,0,0,1,0
